,Cena,Liczba_pokoi,Powierzchnia,Piętro,Lokalizacja,Opis,liczba, opis,_merge
76,300.0,3.0,63.0,10.0,Poznań ul. Jugosłowiańska,Zapraszam do zapoznania się z ofertą sprzedaży mieszkania wraz z garażem położonego przy ul. Jugosłowiańskiej na 10 piętrze w 11 piętrowym bloku. Mieszkanie to ma powierzchnię 63 m2 obejmuje: 3 pokoje jasną kuchnię łazienkę WC oraz przedpokój....,,,left_only
77,196.0,2.0,47.0,10.0,Poznań Dębiec Wilda ul. Dębina,Na sprzedaż mieszkanie na os. Dębina 46 m2: 2 niezależne pokoje jasna kuchnia z kuchenką gazową przestronny korytarz z szafą z drzwiami przesuwnymi loggia. Łazienka po gruntownym remoncie pozostałe pomieszczenia do remontu. Mieszkanie...,,,left_only
78,273.0,3.0,58.0,10.0,Poznań Rataje Nowe Miasto Chartowo Starołęka ul. Oświecenia,Przedmiotem sprzedaży jest 3- pokojowe mieszkanie na os. Oświecenia- Rataje. Lokal usytuowany na X piętrze w wysokim bloku. Na powierzchnię 58m2 składają się trzy ustawne pokoje kuchnia łazienka i przedpokój. Nowe okna na podłodze panele....,,,left_only
79,274.9,2.0,49.0,10.0,Poznań Stare Miasto ul. Os. Jana Iii Sobieskiego,Polecam na sprzedaż jasne przestronne mieszkanie o powierzchni 49 m2 mieszczące się w wysokim bloku zlokalizowany na osiedlu Jana III Sobieskiego Mieszkanie składa się z dwóch pokoi (ok 22m; 9m) osobnej jasnej kuchni z oknem łazienki z...,,,left_only
80,250.0,2.0,49.0,10.0,Poznań Rataje ul. Os. Lecha,Mieszkanie 2 pokojowe na sprzedaż pow. 49m2 Poznań Rataje os. Lecha na 10- tym piętrze wysokiego bloku mieszkanie po remoncie okna PCV loggia pokoje niezależne po 18 i 12 m2 w sypialni szafa zabudowana typu Komandor kuchnia pow ok 9m2 ...,,,left_only
81,265.0,3.0,64.3,10.0,Poznań Nowe Miasto Rataje Orła Białego ul. Nowe Miasto Rataje Orła Białego,Przedmiotem sprzedaży jest ładne rozkładowo i funkcjonalne mieszkanie 3 pokojowe o powierzchni 64 30m2 położone na 10piętrze 10 piętrowego bloku na Osiedlu Orła Białego(Rataje)w Poznaniu. Stan prawny nieruchomości ?własność . Mieszkanie składa...,,,left_only
82,185.0,2.0,37.5,10.0,Poznań Łazarz ul. Głogowska,SUPER CENA!!! Polecam na sprzedaż dwupokojowe mieszkanie w bloku na poznańskim Łazarzu. OPIS MIESZKANIA: Mieszkanie dwupokojowe w centrum Poznania na Łazarzu w niedalekiej odległości od skrzyżowania ulic Głogowska/Hetmańska o powierzchni 37 5 m2 ...,,,left_only
83,246.0,2.0,36.0,10.0,Poznań Sołacz ul. Turkusowa,Polecam na sprzedaż mieszkanie 2–pokojowe o powierzchni 36 70 m2 znajdujące się w Poznaniu przy ulicy Turkusowej. Lokal usytuowany jest na ostatnim 10–piętrze w bloku. Mieszkanie składa się z 2 niezależnych pokoi (jeden z balkonem) oddzielnej...,,,left_only
84,350.0,4.0,76.0,10.0,Poznań Rataje ul. Os. Stare Żegrze,UWAGA! PROMOCJA! Oglądaj mieszkania z naszym biurem a my zaproponujemy Ci konkurencyjną prowizję! Zadzwoń i spytaj o to naszego doradcę. Polecamy Państwu na sprzedaż czteropokojowe mieszkanie o powierzchni 76m2 na Osiedlu Stare Żegrze....,,,left_only
85,225.0,2.0,43.0,10.0,Poznań Grunwald Centrum Łazarz Górczyn Ogrody Je ul. Newtona - Polecam!!!,BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŚWIADCZONYM I LICENCJONOWANYM POŚREDNIKIEM!!! 100 % SATYSFAKCJI Z ZAKUPU!!! Polecam do zakupu 2 pokojowe mieszkanie położone na Grunwaldzie ( ul. Newtona ). Na 42 m2 składają się dwa ustawne i nieprzechodnie...,,,left_only
86,209.0,2.0,39.0,10.0,Poznań Grunwald Górczyn Łazarz ul. Kordeckiego,Polecamy na sprzedaż mieszkanie o powierzchni 39 7 m2 w dobrej lokalizacji przy ul. Kordeckiego w Poznaniu. Lokal o powierzchni ok 39m2. Duży pokój 16 5mkw (mozaika drewniana na podłodze) mniejszy pokój 5 6mkw (mozaika drewniana na podłodze....,,,left_only
87,245.0,2.0,42.42,10.0,Poznań Rataje,Polecam na sprzedaż 2-pokojowe mieszkanie na os. Czecha. Lokal zajmuje powierzchnię 42 4 mkw. i położony jest na 10. piętrze bloku z 1976 roku. Składa się z 2 niezależnych pokoi jasnej oddzielnej kuchni łazienki i przedpokoju. Dodatkowo do...,,,left_only
88,183.0,2.0,37.5,10.0,Poznań Grunwald ul. Głogowska Hetmańska,Atrakcyjne mieszkanie o powierzchni 37 5 m2 położone przy skrzyżowaniu ulic Głogowska / Hetmańska na Grunwaldzie ! Bardzo ładne mieszkanie usytuowane na dziesiątym piętrze w jedenastopiętrowym bloku. Składa się z dwóch niezależnych pokoi ;...,,,left_only
89,146.0,1.0,31.21,1.0,Poznań Nowe Miasto ul. Kawalerka W Nowym Bloku Tuż Przy Lesie,Gorąco zachęcam do zapoznania się z ofertą sprzedaży ustawnej urządzonej dużej kawalerki z loggią na parterze niskiego 2 piętrowego budynku z 2011 r. – Nowe Miasto ul. Sypniewo. Teren ogrodzony z bramą wjazdową na pilota miejsce parkingowe...,,,left_only
90,480.24,2.0,65.25,1.0,Poznań ul. Droga Dębińska 19,Nieruchomości Mieszkania Nieruchomości Mieszkania,,,left_only
91,485.5,2.0,56.0,1.0,Poznań Winogrady ul. Winogrady,BT - BEZPIECZNA TRANSAKCJA TYLKO Z LICENCJONOWANYM POŚREDNIKIEM!! POZNAŃ - WINOGRADY Dwupokojowe mieszkanie o powierzchni 56 m2 znajdujące się na parterze w budynku trzykondygnacyjnym z 2004 roku. Wysoki standard wykończenia. Pokój dzienny o...,,,left_only
92,299.0,2.0,26.8,1.0,Poznań Wilda ul. Różana,KUPUJĄCY NIE PŁACI 2% PODATKU PCC! MIESZKANIE PO GENERALNYM REMONCIE! GOTOWE DO WPROWADZENIA! PRAKTYCZNIE SAMO CENTRUM! Na sprzedaż 2-pokojowe mieszkanie położone na 1 piętrze w kamienicy przy ul. Różanej (Wilda) o powierzchni 49 70m2. Kamienica...,,,left_only
93,340.0,2.0,59.0,1.0,Poznań Stare Miasto ul. Naramowicka,Polecam do sprzedaży mieszkanie dwupokojowe o powierzchni 59 m2 usytuowane na 1 piętrze niskiego bloku przy ul. Naramowickiej. Mieszkanie jest zadbane pokoje niezależne składa się z 2 pokoi garderoby ( szafy Komandor ) dużej łazienki kuchni...,,,left_only
94,259.0,2.0,49.0,1.0,Poznań Rataje ul. Piastowskie,Kupując z pośrednikiem - kupujesz bezpiecznie z ubezpieczeniem OC od transakcji. Zapraszam do zapoznania sie z ofertą sprzedaży nowoczesnego i komfortowo urządzonego 2 pokojowego mieszkania zlokalizowanego na osiedlu Piastowskim (Rataje) w...,,,left_only
95,160.0,1.0,29.0,1.0,Poznań Łazarz Grunwald Górczyn Centrum Ogrody ul. Łukaszewicza - Po Remoncie!!!,BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŚWIADCZONYM I LICENCJONOWANYM POŚREDNIKIEM!!! GWARANCJA PEWNEGO ZAKUPU!!! Polecam do zakupu kawalerkę położoną na Łazarzu ( ul. Łukaszewicza ). Na 29 m2 składają się ustawny pokój osobna kuchnia z oknem ...,,,left_only
96,252.0,3.0,48.0,1.0,Poznań ul. Ognik,CENA ZAWIERA PROWIZJĘ! LOKAL NA GWARANCJI! Na sprzedaż lokal mieszkalny położony w Poznaniu w dzielnicy Grunwald przy ul. Ognik z kilkunastominutowym dojazdem do centrum miasta środkami komunikacji miejskiej. Lokal usytuowany na wysokim parterze...,,,left_only
97,950.0,5.0,161.3,1.0,Poznań Stare Miasto Centrum,DUŻE MIESZKANIE W PRESIŻOWEJ LOKALIZACJI -KAMIENICA ODNOWIONA -5 POKOI Główne atuty nieruchomości: • prestiżowa lokalizacja • po remoncie generalnym Nieruchomość złożona z: • pokój 28 m.kw • pokój 26 m.kw • pokój 27 5 m.kw • pokój 16 m.kw •...,,,left_only
98,299.0,3.0,58.2,1.0,Poznań Rataje ul. Os.Powstań Narodowych,Polecamy na sprzedaż b.ładne mieszkanie na I piętrze w niskim bloku na os. Powstań Narodowych. 3 niezależne pokoje kuchnia z oknem łazienka i WC osobno. Na podłogach w pokojach mozaika parkietowa okna PCV. Z dużego pokoju wyjście na loggie....,,,left_only
99,579.0,4.0,112.0,1.0,Poznań Podolany,OFERTA BEZPOŚREDNIA KUPUJĄCY NIE PŁACI PROWIZJI Polecam na sprzedaż mieszkanie o powierzchni 111 36 mkw położone na parterze I piętrze i poddaszu będzie się składać z pokoju dziennego kuchni trzech pokoi wc łazienki pomieszczenia...,,,left_only
100,289.0,5.0,99.76,1.0,Poznań Kameralne Osiedle Domów Energooszczędnyc ul. Nowe Osiedle Tygrysie Dachowa Ul.Nowina,Skorzystaj z dopłaty MDM! Symulacja wysokości dopłat progmau Mieszkanie dla Młodych dla Osiedla Tygrysiego! Kwota kredytu 300 000 00 na okres 30 lat Singiel/Para/Małżeństwo bez dzieci dopłata 22 926 00 rata miesięczna kredytu 1 244 00 zł...,,,left_only
101,144.0,1.0,26.0,1.0,Poznań Wilda Łazarz Grunwald Centrum Hetmańs ul. Hetmańska,OKAZJA!!! Przedmiotem sprzedaży jest kawalerka położona przy ulicy Hetmańskiej na Wildzie w Poznaniu. Lokal usytuowany jest na parterze w wysokim bloku. Na 26m2 składa się salon z aneksem kuchennym i łazienka. Okna PCV. Na podłodze panele....,,,left_only
102,385.0,2.0,61.2,1.0,Poznań Naramowice ul. Naramowicka,DOSTĘPNE TYLKO W HOME BROKER! OFERTA NA WYŁĄCZNOŚĆ! Przytulne mieszkanie na parterze w bloku mieszkalnym w Poznaniu w dzielnicy Naramowice. Dwa pokoje okna wychodzące na wschód zachód; widok na inne budynki. Standard wykończenia: Ściany -...,,,left_only
103,285.0,2.0,50.0,1.0,Poznań Piątkowo Naramowice Winogrady Morask ul. Sobieskiego,Oferuję na sprzedaż mieszkanie dwupokojowe na os. Sobieskiego na Piątkowie. Mieszkanie położone na wysokim paterze w niskim 3-piętrowym bloku. Mieszkanie składa się z dwóch pokoi oddzielnej kuchni łazienki z oddzielnym WC. Nowe drzwi...,,,left_only
104,320.0,3.0,59.93,1.0,Poznań Grunwald ul. Ząbkowicka,Polecam na sprzedaż klimatyczne mieszkanie wraz z miejscem postojowym. Przedmiotem sprzedaży jest duże przestronne jasne 3-pokojowe mieszkanie o powierzchni 59 93 m2 usytuowane na 1 piętrze nowoczesnego budynku z 2000 roku.Nieruchomość...,,,left_only
105,235.0,2.0,46.0,1.0,Poznań Rataje ul. Os. Rusa,Na sprzedaż ustawne mieszkanie 2-pokojowe w Poznaniu na os. Rusa. Mieszkanie o pow. 45 50 m2 znajduje się na wysokim parterze w 10-piętrowym bloku. Układ mieszkanie niezależny. Dwa oddzielne pokoje (pow 18 i 10 40 m2) jasna kuchnia (8 m2) ...,,,left_only
106,267.379,2.0,46.42,1.0,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania,,,left_only
107,167.99900000000002,1.0,37.0,1.0,Poznań Wilda ul. Dezyderego Chłapowskiego,Polecam na sprzedaż kawalerkę w rewitalizowanej kamienicy w centrum Poznania! Mieszkanie mieści się na wysokim parterze w kamienicy mieszkalnej. Obecnie na powierzchnię 37m2 składa się jeden duży pokój oddzielna kuchnia i łazienka oraz...,,,left_only
108,300.0,4.0,70.0,1.0,Poznań ul. Śródka Zawady Małachowskiego Tomickieg,Biuro Nieruchomości Credo poleca na sprzedaż mieszkanie 3-pokojowe o powierzchni 69 71 m2 usytuowane na parterze w niskim bloku z cegły z 1956 roku zlokalizowane na ul. Małachowskiego Śródka. Do mieszkania przynależy piwnica. Blok po...,,,left_only
109,319.0,2.0,55.0,1.0,Poznań Winiary ul. Winiary,Na sprzedaż mieszkanie na Winiarach (okolica ulicy Piątkowskiej) w nowszym budynku o ciekawej architekturze. Mieszkanie znajduje się na pierwszym piętrze posiada balkon. Powierzchnię 55 m2 stanowią: pokój dzienny (19 4 m2) sypialnia (12 4 m2) z...,,,left_only
110,266.307,2.0,47.47,1.0,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania,,,left_only
111,255.0,1.0,33.0,1.0,Poznań Jeżyce,Oferta nr 15/MN/37 W pełni umeblowana i wyposażona w wysokim standardzie kawalerka blisko parku Sołackiego! Świetne miejsce dla studenta pracownika Uniwersytetu Przyrodniczego i nie tylko... Mieszkanie w tzw. plombie z 1995r na I piętrze ...,,,left_only
112,345.0,3.0,84.0,1.0,Poznań Winogrady Stare Miasto ul. Powstańców Warszawy,*** KUPUJ BEZPIECZNIE *** OFERTA LICENCJONOWANEGO POŚREDNIKA TO GWARANCJA BEZPIECZNEJ TRANSAKCJI Polecam na sprzedaż trzypokojowe mieszkanie w rewelacyjnej lokalizacji na Os. Powstańców Warszawy. Osiedle monitorowane bardzo zielone spokojne i...,,,left_only
113,420.0,3.0,74.6,1.0,Poznań Górczyn ul. Kopanina,Przestronne mieszkanie na parterze w domu mieszkalnym w Poznaniu w dzielnicy Górczyn. Trzy pokoje z aneksem kuchennym okna wychodzące na północ południe wschód zachód; widok na park. Standard wykończenia: Ściany - gładź gipsowa; Podłogi -...,,,left_only
114,329.0,3.0,58.62,1.0,Poznań ul. Dolina,!!! 0% PROWIZJI OD KUPUJĄCEGO !!! Oferuję 3- pokojowe mieszkanie z balkonem na 1- piętrze wyremontowanej kamienicy na Górnej Wildzie. Kamienica znajduje się w ścisłym centrum przy ul. Dolina nieopodal skrzyżowania ulic Chwiałkowskiego i Górna...,,,left_only
115,355.0,3.0,64.0,1.0,Poznań Rataje,| Mieszkanie idealne dla rodziny z dziećmi lub jako inwestycja pod wynajem. Przestronne rozkładowe mieszkanie trzypokojowe o powierzchni 63 5 m2 położone na I piętrze w niskim bloku na osiedlu Stare Żegrze. Niezależny układ pomieszczeń. Pokój...,,,left_only
116,349.0,2.0,55.0,1.0,Poznań Stare Miasto Winogrady ul. Zbożowa,Trzypokojowe dobrze utrzymane mieszkanie na parterze bloku z cegły na Winogradach. Główne atuty nieruchomości: • bliskość komunikacji miejskiej • cicha i spokojna okolica • bliskość terenów zielonych Nieruchomość złożona z: • pokój 18 m.kw •...,,,left_only
117,249.0,2.0,46.76,1.0,Poznań Grunwald ul. Biedrzyckiego,Przytulne mieszkanie na parterze w willi miejskiej w Poznaniu w dzielnicy Grunwald. Dwa pokoje z aneksem kuchennym okna wychodzące na wschód zachód; widok na podwórko. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - panele podłogowe;...,,,left_only
118,230.767,2.0,47.3,1.0,Poznań Centrum,NAJWIĘKSZA OFERTA RYNKU PIERWOTNEGO W WIELKOPOLSCE !!! PONAD 50 INWESTYCJI DEWELOPERSKICH W POZNANIU I OKOLICACH W JEDNYM MIEJSCU !!! U NAS W BIURZE : - zapoznasz się z aktualną ofertą ponad 30 deweloperów - wspólnie z doradcą wybierzesz...,,,left_only
119,195.0,1.0,22.0,1.0,Poznań Jeżyce ul. Zwierzyniecka Gajowa,Kawalerka blisko Centrum wolna od zaraz w budynku Ataner przy ulicy Zwierzynieckiej! Mieszkanie położone na pierwszym piętrze składa się z pokoju z ankesem kuchennym łazienki oraz korytarza o powierzchnia 21 2 Okna PCV. Ściany wygładzone. Podłogi...,,,left_only
120,569.0,4.0,113.0,1.0,Poznań Naramowice ul. Błażeja,NA SPRZEDAŻ wygodne przestronne mieszkanie idealne dla rodzin z dziećmi zlokalizowane w bezpośrednim sąsiedztwie Rezerwatu Żurawiniec wyposażone w nieduży ale własny taras i ogródek. Okolica cicha zatopiona w pięknej przyrodzie....,,,left_only
121,243.162,2.0,42.66,1.0,Poznań Wilda ul. Rolna 37 I 39,Nieruchomości Mieszkania Nieruchomości Mieszkania,,,left_only
122,199.0,2.0,37.9,1.0,Poznań,Polecam na sprzedaż mieszkanie położone w Poznaniu na dzielnicy Jeżyce przy ulicy Szpitalnej na osiedlu Nowy Świat. Mieszkanie składa się z: dwóch pokoi kuchni łazienki z wc i przedpokoju o łącznej powierzchni 37 90 m2. Do mieszkania...,,,left_only
123,168.0,1.0,37.0,1.0,Poznań Wilda ul. Chłapowskiego,Mieszkanie położone jest na wysokim parterze kamienicy mieszkalnej. Dobrze zorganizowana Wspólnota Mieszkaniowa wykonała kompleksową rewitalizację tego obiektu. Budynek posiada nową elewację zewnętrzną wyremontowana sień główną nowy dach nowe...,,,left_only
124,305.0,2.0,54.0,1.0,Poznań Naramowice ul. Błażeja,Na sprzedaż bardzo ładne i zadbane mieszkanie w bloku z 2006 roku przy spokojnej ulicy Błażeja sąsiadującej z rezerwatem Żurawiniec. Mieszkanie idealne dla osób szukających lokalu gotowego do zamieszkania nie wymaga żadnych nakładów finansowych....,,,left_only
125,355.0,2.0,48.0,1.0,Poznań Piątkowo ul. Os. Stefana Batorego,Na sprzedaż 2-pokojowe mieszkanie o powierzchni 48 m2 na os. Stefana Batorego (nowa część osiedla granicząca z kampusem Morasko). Mieszkanie składa się z: - duży pokój - 17 m2 z balkonem o powierzchni 13 m2 z szafą suwaną o szer. 3 3 m -...,,,left_only
126,370.496,3.0,66.16,1.0,Poznań Wilda ul. Rolna 37 I 39,Nieruchomości Mieszkania Nieruchomości Mieszkania,,,left_only
127,325.0,2.0,38.0,1.0,Poznań Nowe Miasto Rataje ul. Katowicka Milczańska,Polecam na sprzedaż słoneczne 2-pokojowe mieszkanie na spokojnym osiedlu Budimexu Zielony Taras przy ul. Milczańskiej. Metraż 38 m2. Układ: salon z aneksem kuchennym oddzielna sypialnia łazienka z toaletą korytarz . Mieszkanie na...,,,left_only
128,339.0,3.0,58.0,1.0,Poznań Jeżyce Podolany Piątkowo,Lokalizacja: Podolany kompleks niskich budynków z 2009 roku ogrodzonych z wjazdem na posesję gdzie znajdują się miejsca parkingowe plac zabaw teren uporządkowany z zielenią. Budynki dwupiętrowe z halą garażową .Obok przystanki komunikacji...,,,left_only
129,159.0,1.0,28.0,1.0,Poznań Swarzędz ul. Os. Zygmunta Iii Wazy,Zapraszamy do zapoznania się z ofertą kawalerki po kapitalnym remoncie. Mieszkanie mieści się na parterze niskiego bloku na os III Wazy w Swarzędzu. Składa się z przestronnego pokoju o pow. 16 5m2 otwarta kuchnia z oknem 4m2 łazienki 3 5m2 i...,,,left_only
130,185.0,2.0,49.8,1.0,Poznań Nowe Miasto ul. Głuszyna,Polecam na sprzedaż 2-pokojowe mieszkanie w zielonej spokojnej dzielnicy Poznania - Głuszynie. Lokal zawiera wszystkie niezależne pokoje oddzielną kuchnię łazienkę . Dodatkowo do mieszkania przynależy balkon oraz piwnica. Mieszkanie znajduje...,,,left_only
131,259.0,2.0,41.6,1.0,Poznań Naramowice ul. Błażeja,Bardzo polecam ładne mieszkanie 2-pok. przy ul. Błażeja. Mieszkanie ma wielkość 41 6 m2. W dużym pokoju 16 2 m2 oraz w sypialni 10 7 m2 na podłodze są położone panele z kolei w kuchni około 6 m2 i łazience jest terakota. W łazience 4 m2 jest...,,,left_only
132,272.02099999999996,2.0,46.7,1.0,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania,,,left_only
133,364.0,3.0,65.0,1.0,Poznań Grunwald/Łazarz ul. Matejki Jana Matejki,Polecam na sprzedaż mieszkanie w nowo odrestaurowanej kamienicy w budynku oficynowym z początku XX wieku położonej w centrum Poznania. 0% PROWIZJI DLA KUPUJĄCEGO NA OFERTY DEWELOPERSKIE !!! możliwość wydzielenia dwóch lub trzech pokoi...,,,left_only
134,155.0,2.0,53.0,1.0,Poznań Owińska ul. Owińśka,MOŻLIWE WSPARCIE W PROGRAMIE MDM !!! Polecam na sprzedaż 2 pokojowe w Owińskach. Mieszkanie znajduje się na pierwszym piętrze w zabytkowym młynie. Teren przepiękny. Mieszkanie po kapitalnym remoncie. Piękna nowoczesna łazienka 3 4 m2....,,,left_only
135,241.87900000000002,2.0,39.98,1.0,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...,,,left_only
136,690.0,5.0,138.0,1.0,Poznań Centrum,APARTAMENT W CENTRUM Polecam na sprzedaż mieszkanie w nowym budownictwie tuż nad Wartą o powierzchni 138 mkw. Mieszkanie składa się z przestrzeni jasnego i ciepłego pokoju dziennego z wystawą wschodnią o powierzchni 28 mkw z wyjściem na...,,,left_only
137,202.13400000000001,1.0,34.26,1.0,Poznań Winogrady ul. Hawelańska Lechicka,0% prowizji od Kupującego! Polecam na sprzedaż mieszkania na nowym osiedlu w Poznaniu. Inwestycja to połączenie ciekawej architektury z funkcjonalnym i przestrzennym wnętrzem. Mieszkania od 25m2 do 126m2 z ogródkami lub balkonami/tarasami....,,,left_only
138,600.0,3.0,60.15,1.0,Poznań Chwaliszewo ul. Tylne Chwaliszewo,Kupując z pośrednikiem - kupujesz bezpiecznie z ubezpieczeniem od odpowiedzialności cywilnej od transakcji Serdecznie polecam na sprzedaż bardzo atrakcyjne nowocześnie zaaranżowane mieszkanie zlokalizowane w samym sercu miasta. Ulica Tylne...,,,left_only
139,275.0,3.0,53.0,1.0,Poznań Winogrady ul. Oś. Zwycięstwa 26,Mieszkanie zostało SPRZEDANE. Dziękujemy za duże zainteresowanie. MIESZKANIE 53 m2 / POZNAŃ / WINOGRADY / OŚ ZWYCIĘSTWA 26 CENA: 275 000 00zł trzy pokoje / balkon / komórka lokatorska Kupujący nie ponosi kosztów pośrednictwa sprzedaży! Szukasz...,,,left_only
140,504.0,3.0,80.27,1.0,Poznań Jeżyce ul. Szamotulska,Proponuję do zakupu atrakcyjne przestronne mieszkanie 3 pokojowe o powierzchni blisko 81m2m2 położone na pierwszym piętrze bloku z cegły z 1948 roku wg projektu ówczesnego naczelnego architekta Poznania p.Władysława Czarneckiego. Budynek...,,,left_only
